"n,p",randomizer scale,coverage rate,avg length,F1 score,F1 score (post inf),E size,Selection power,Cond. power,Power post inf,FDP
"(400,20)",0.5,0.5,0.39045315688373006,0.041237113402061855,0.010471204188481674,8,0.021052631578947368,0.25,0.005263157894736842,0.0
"(400,20)",1.0,0.9,0.24480531860588556,0.1,0.031088082901554404,20,0.05263157894736842,0.3,0.015789473684210527,0.0
"(400,20)",2.0,0.8888888888888888,0.20630808703598416,0.38297872340425526,0.09045226130653267,90,0.23684210526315788,0.2,0.04736842105263158,0.0
"(400,20)",3.0,0.8723404255319149,0.1945248701993757,0.6619718309859155,0.14634146341463414,188,0.49473684210526314,0.1595744680851064,0.07894736842105263,0.0
"(400,20)",4.0,0.859375,0.1894894966564187,0.8050314465408805,0.22429906542056077,256,0.6736842105263158,0.1875,0.12631578947368421,0.0
