"n,p",randomizer scale,coverage rate,avg length,F1 score,F1 score (post inf),E size,Cond. power,FDP
"(200,10)",0.5,0.5,0.47610279947196776,0.0851063829787234,0.0,4,0.0,0.0
"(200,10)",1.0,1.0,0.3906693767476696,0.125,0.0,6,0.0,0.0
"(200,10)",2.0,1.0,0.2875352558848324,0.5714285714285715,0.0851063829787234,36,0.1111111111111111,0.0
"(200,10)",0.5,1.0,0.42658684753109255,0.10526315789473684,0.0,4,0.0,0.0
"(200,10)",1.0,1.0,0.35032565953707623,0.2857142857142857,0.0,12,0.0,0.0
"(200,10)",2.0,0.8235294117647058,0.2964664442925672,0.5283018867924528,0.19999999999999998,34,0.2857142857142857,0.0
"(200,10)",0.5,1.0,0.45380498786898704,0.04347826086956522,0.0,2,0.0,0.0
"(200,10)",1.0,1.0,0.34649963018804364,0.125,0.0,6,0.0,0.0
"(200,10)",2.0,0.7333333333333333,0.2778480718893134,0.5,0.163265306122449,30,0.26666666666666666,0.0
"(400,20)",0.5,0.0,0.32379347383919355,0.011627906976744186,0.0,2,0.0,0.0
"(400,20)",1.0,1.0,0.24271088159873647,0.06779661016949151,0.0,12,0.0,0.0
"(400,20)",2.0,0.9736842105263158,0.20366831243472638,0.3062200956937799,0.023121387283236997,76,0.0625,0.0
"(400,20)",0.5,1.0,0.23829479978490584,0.010471204188481674,0.010471204188481674,2,1.0,0.0
"(400,20)",1.0,1.0,0.23796180139207573,0.1,0.010471204188481674,20,0.1,0.0
"(400,20)",2.0,0.7659574468085106,0.2017191444512509,0.3966244725738396,0.10945273631840796,94,0.23404255319148937,0.0
"(400,20)",0.5,0.3333333333333333,0.41368407067372853,0.031088082901554404,0.010471204188481674,6,0.3333333333333333,0.0
"(400,20)",1.0,1.0,0.24132875035161194,0.031088082901554404,0.0,6,0.0,0.0
"(400,20)",2.0,0.8636363636363636,0.20067069614669383,0.37606837606837606,0.08080808080808081,88,0.18181818181818182,0.0
"(1000,50)",0.5,0.5,0.18603043387623802,0.09389671361502348,0.00980392156862745,20,0.1,0.0
"(1000,50)",1.0,0.7777777777777778,0.14497358703673383,0.0995475113122172,0.0660377358490566,36,0.6363636363636364,0.2222222222222222
"(1000,50)",2.0,0.9125,0.12828234243094097,0.18732782369146003,0.1222707423580786,320,0.4117647058823529,0.46153846153846156
"(1000,50)",0.5,0.6666666666666666,0.21630119041716134,0.08664259927797834,0.0075187969924812035,24,0.08333333333333333,0.0
"(1000,50)",1.0,0.8947368421052632,0.15454953165854377,0.10563380281690142,0.07942238267148015,38,0.7333333333333333,0.08333333333333337
"(1000,50)",2.0,0.8633540372670807,0.1280314033884847,0.19248826291079812,0.08135593220338984,322,0.2926829268292683,0.6
"(1000,50)",0.5,0.8333333333333334,0.1891133814799197,0.02097902097902098,0.003527336860670194,12,0.16666666666666666,0.0
"(1000,50)",1.0,0.6666666666666666,0.14719946884365834,0.034423407917383825,0.017452006980802796,30,0.5,0.2857142857142857
"(1000,50)",2.0,0.9079754601226994,0.12943742200794858,0.20576131687242796,0.04778156996587031,326,0.18666666666666668,0.30000000000000004
