"n,p",coverage rate,avg length,method,F1 score,F1 score (post inf),E size,Cond. power,FDP
"(200,10)",1.0,0.35455303679258876,Data Splitting,0.04395604395604395,0.0,2,0.5,0.0
"(200,10)",0.0,0.2693204561168275,Naive,0.08602150537634408,0.04395604395604395,4,0.0,0.0
"(200,10)",1.0,0.3491508996286179,Approx,0.04395604395604395,0.0,2,0.0,0.0
"(200,10)",1.0,0.3412170994055933,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",1.0,0.24860727445526307,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
"(200,10)",1.0,0.32156850192249187,Approx,0.04347826086956522,0.0,2,0.0,0.0
"(200,10)",1.0,0.358819574833114,Data Splitting,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.0,0.26576218131455326,Naive,0.125,0.06451612903225806,6,0.5,0.0
"(200,10)",1.0,0.3437268530000721,Approx,0.125,0.02197802197802198,6,0.16666666666666666,0.0
"(200,10)",1.0,0.3859972642243745,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",0.0,0.2674161315529031,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
"(200,10)",1.0,0.35387664422189397,Approx,0.0851063829787234,0.0,4,0.0,0.0
"(200,10)",1.0,0.4049856983865815,Data Splitting,0.044444444444444446,0.0,2,0.5,0.0
"(200,10)",0.0,0.2979391625616886,Naive,0.044444444444444446,0.02247191011235955,2,0.0,0.0
"(200,10)",1.0,0.36527905665894084,Approx,0.044444444444444446,0.02247191011235955,2,0.5,0.0
"(200,10)",1.0,0.4232950660522864,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",0.0,0.24348500659942401,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
"(200,10)",1.0,0.3365273810716967,Approx,0.04347826086956522,0.0,2,0.0,0.0
"(200,10)",0.0,0.4109522860409069,Data Splitting,0.05405405405405406,0.0273972602739726,2,0.5,0.0
"(200,10)",0.0,0.25432602878332816,Naive,0.05405405405405406,0.0273972602739726,2,0.5,0.0
"(200,10)",1.0,0.3175427514538231,Approx,0.05405405405405406,0.0273972602739726,2,0.5,0.0
"(200,10)",1.0,0.38282694185700605,Data Splitting,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.0,0.25140901430676954,Naive,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",1.0,0.3082977746736437,Approx,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",1.0,0.32977422594609973,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",0.0,0.2634108665783563,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
"(200,10)",0.0,0.3458879342367484,Approx,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",1.0,0.36309025683414264,Data Splitting,0.04395604395604395,0.02222222222222222,2,0.5,0.0
"(200,10)",0.0,0.26737432383637433,Naive,0.08602150537634408,0.04395604395604395,4,0.5,0.0
"(200,10)",1.0,0.36171123074488915,Approx,0.08602150537634408,0.02222222222222222,4,0.25,0.0
"(200,10)",0.0,0.41751809395729506,Data Splitting,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.0,0.27917065621853987,Naive,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.5,0.3180380295830047,Approx,0.0851063829787234,0.02197802197802198,4,0.25,0.0
