p,coverage rate,avg length,method,F1 score,E size
20,0.6666666666666666,0.25667316384299926,Naive,0.2222222222222222,6
20,1.0,0.3370807619534231,Approx,0.25806451612903225,14
20,1.0,0.36603052059866337,Data Splitting,0.08695652173913045,2
20,1.0,0.24830621652152896,Naive,0.24000000000000002,6
20,0.7142857142857143,0.33593069781003687,Approx,0.41379310344827586,14
20,1.0,0.3695446595163613,Data Splitting,0.08695652173913045,2
20,1.0,0.23193253448267842,Naive,0.16666666666666669,4
20,0.9,0.33724679844640953,Approx,0.3125,20
50,1.0,0.6163665993004017,Data Splitting,0.04545454545454545,4
50,1.0,0.3112430962124387,Naive,0.046511627906976744,2
50,0.8,0.36296867678905576,Approx,0.1923076923076923,20
50,1.0,0.5207336206255414,Data Splitting,0.04878048780487806,2
50,0.3333333333333333,0.29468050348079594,Naive,0.09302325581395349,6
50,0.75,0.369589355017049,Approx,0.15384615384615383,24
50,1.0,0.4927714973518513,Data Splitting,0.04347826086956522,2
50,1.0,0.3140584136456335,Naive,0.0851063829787234,4
50,0.8125,0.3727821795796325,Approx,0.26229508196721313,32
50,1.0,0.556853047143187,Data Splitting,0.042553191489361694,2
50,0.3333333333333333,0.3016183465442787,Naive,0.12244897959183672,6
50,0.9230769230769231,0.3624657006387358,Approx,0.23728813559322035,26
50,0.0,0.6265770313363846,Data Splitting,0.0,2
50,1.0,0.2672079251611083,Naive,0.0851063829787234,4
50,0.8947368421052632,0.3648482931661474,Approx,0.15625,38
50,0.5,0.6402247806793557,Data Splitting,0.08333333333333333,4
50,0.6666666666666666,0.2856493571334025,Naive,0.23076923076923078,12
50,0.8888888888888888,0.3505131370453128,Approx,0.3125,36
50,1.0,0.7125830023212599,Data Splitting,0.04878048780487806,2
50,0.6666666666666666,0.27970753238350576,Naive,0.13953488372093023,6
50,0.9285714285714286,0.3622362407754233,Approx,0.18518518518518517,28
50,1.0,0.5410332843147995,Data Splitting,0.04081632653061224,6
50,0.5,0.3019324855247498,Naive,0.08333333333333333,4
50,1.0,0.3787587144986138,Approx,0.12698412698412698,34
50,0.5,0.4494445596210209,Data Splitting,0.07999999999999999,4
50,0.5,0.26830266111395695,Naive,0.07999999999999999,4
50,0.9090909090909091,0.35970036048205284,Approx,0.10169491525423728,22
50,1.0,0.43399204543270153,Data Splitting,0.0,2
50,1.0,0.2739202270495089,Naive,0.09756097560975609,4
50,0.9090909090909091,0.3757529445888523,Approx,0.16,22
