"n,p",coverage rate,avg length,method,F1 score,F1 score (post inf),E size
"(200,10)",1.0,0.3655018090532442,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.2353589322951687,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3781766131086985,Approx,0.3018867924528302,0.0,16
"(200,10)",1.0,0.37587154072825296,Data Splitting,0.12631578947368421,0.0,6
"(200,10)",0.0,0.3186959092212879,Naive,0.04395604395604395,0.02222222222222222,2
"(200,10)",0.8333333333333334,0.340264628779767,Approx,0.23762376237623764,0.02222222222222222,12
"(200,10)",1.0,0.37495099755829103,Data Splitting,0.0851063829787234,0.02197802197802198,4
"(200,10)",0.0,0.24379340857530485,Naive,0.0851063829787234,0.04347826086956522,4
"(200,10)",1.0,0.2943619186408694,Approx,0.125,0.02197802197802198,6
"(200,10)",1.0,0.37399629353404534,Data Splitting,0.0449438202247191,0.0,2
"(200,10)",0.0,0.2836850926535648,Naive,0.08791208791208792,0.0449438202247191,4
"(200,10)",0.6666666666666666,0.30987807385108934,Approx,0.12903225806451613,0.022727272727272724,6
"(200,10)",1.0,0.3544322968511513,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.25184933286691447,Naive,0.0851063829787234,0.04347826086956522,4
"(200,10)",1.0,0.33836031391434807,Approx,0.0851063829787234,0.04347826086956522,4
"(200,10)",1.0,0.33525118551452215,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.27060881239827317,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.5,0.2905705230150578,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",0.0,0.38705539033635894,Data Splitting,0.07017543859649122,0.03571428571428572,2
"(200,10)",0.0,0.2549881555487554,Naive,0.07017543859649122,0.03571428571428572,2
"(200,10)",1.0,0.3488302017140142,Approx,0.4057971014492754,0.03571428571428572,14
"(200,10)",1.0,0.3932575941110679,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.24720768062443568,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.2998285291855797,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",1.0,0.42543638854945004,Data Splitting,0.05405405405405406,0.0273972602739726,2
"(200,10)",0.0,0.24767604260972412,Naive,0.05405405405405406,0.0273972602739726,2
"(200,10)",1.0,0.3017284424480763,Approx,0.10526315789473684,0.0273972602739726,4
"(200,10)",1.0,0.3680360335233614,Data Splitting,0.0,0.0,2
"(200,10)",0.0,0.2927133794367608,Naive,0.05405405405405406,0.0273972602739726,2
"(200,10)",1.0,0.3319611750555105,Approx,0.19999999999999998,0.0,8
"(200,10)",1.0,0.3987643947705727,Data Splitting,0.05405405405405406,0.0,2
"(200,10)",0.0,0.2533317475360016,Naive,0.05405405405405406,0.0273972602739726,2
"(200,10)",1.0,0.3633048118429446,Approx,0.0,0.0,4
"(200,10)",0.0,0.3749169348505727,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.27715249866069763,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.6666666666666666,0.3240881995402754,Approx,0.125,0.02197802197802198,6
"(200,10)",1.0,0.36796822604849966,Data Splitting,0.05633802816901409,0.0,2
"(200,10)",0.0,0.2631002835526144,Naive,0.05633802816901409,0.02857142857142857,2
"(200,10)",0.6,0.35469587919612716,Approx,0.20253164556962025,0.05633802816901409,10
"(200,10)",1.0,0.37928120532686804,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.2689161725139835,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.5,0.32928415302573655,Approx,0.163265306122449,0.04347826086956522,8
"(200,10)",1.0,0.4710863438911527,Data Splitting,0.044444444444444446,0.02247191011235955,2
"(200,10)",0.0,0.31989717862176736,Naive,0.044444444444444446,0.02247191011235955,2
"(200,10)",0.5,0.3545368465909252,Approx,0.08695652173913045,0.02247191011235955,4
"(200,10)",1.0,0.4024071957047596,Data Splitting,0.04395604395604395,0.0,2
"(200,10)",0.0,0.2608909801439417,Naive,0.04395604395604395,0.02222222222222222,2
"(200,10)",1.0,0.3607100086727981,Approx,0.27184466019417475,0.0,14
"(200,10)",1.0,0.3592377998269478,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.25497754540965734,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3027963864739571,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",1.0,0.3760987734663846,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.5,0.2563099217543655,Naive,0.0851063829787234,0.04347826086956522,4
"(200,10)",1.0,0.3195276220904152,Approx,0.163265306122449,0.04347826086956522,8
"(200,10)",1.0,0.3954181197249806,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.2485544298344362,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.33486414879837956,Approx,0.0851063829787234,0.0,4
"(200,10)",1.0,0.38242746276050504,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.25909419556776764,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.33345914669117,Approx,0.163265306122449,0.0,8
"(200,10)",1.0,0.3821578140233221,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.25665805621370774,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3091005344357607,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",1.0,0.3504926680425873,Data Splitting,0.04395604395604395,0.0,2
"(200,10)",1.0,0.24577003911393536,Naive,0.04395604395604395,0.02222222222222222,2
"(200,10)",1.0,0.31578765056829666,Approx,0.16494845360824742,0.02222222222222222,8
"(200,10)",1.0,0.3435739880430816,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.2513372639119644,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.34963937908714127,Approx,0.0851063829787234,0.0,4
"(200,10)",1.0,0.3144391720938512,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.2436640963026595,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3095265585729392,Approx,0.04347826086956522,0.0,2
"(200,10)",1.0,0.36983456168686435,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.29151592091561984,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3518569645078444,Approx,0.04347826086956522,0.0,2
"(400,20)",1.0,0.24136296691404033,Data Splitting,0.011627906976744186,0.005830903790087463,2
"(400,20)",1.0,0.17207603142268746,Naive,0.011627906976744186,0.005830903790087463,2
