"n,p",coverage rate,avg length,method,F1 score,F1 score (post inf),E size,Cond. power,FDP
"(200,10)",1.0,0.37482965251851785,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",1.0,0.25398670077083907,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
"(200,10)",1.0,0.33854823012820345,Approx,0.125,0.02197802197802198,6,0.16666666666666666,0.0
"(200,10)",1.0,0.3894011729646264,Data Splitting,0.0851063829787234,0.0,4,0.5,0.0
"(200,10)",0.5,0.2682810184639275,Naive,0.0851063829787234,0.04347826086956522,4,0.0,0.0
"(200,10)",1.0,0.3560768791420911,Approx,0.163265306122449,0.02197802197802198,8,0.125,0.0
"(200,10)",1.0,0.32794049486349564,Data Splitting,0.10526315789473684,0.0273972602739726,4,0.5,0.0
"(200,10)",0.0,0.2531032610379929,Naive,0.05405405405405406,0.0273972602739726,2,0.25,0.0
"(200,10)",1.0,0.3290079828748421,Approx,0.19999999999999998,0.0273972602739726,8,0.125,0.0
"(200,10)",1.0,0.39347451306051057,Data Splitting,0.044444444444444446,0.02247191011235955,2,0.5,0.0
"(200,10)",0.5,0.27933580028707894,Naive,0.08695652173913045,0.044444444444444446,4,0.5,0.0
"(200,10)",1.0,0.33324208667607347,Approx,0.044444444444444446,0.02247191011235955,2,0.5,0.0
"(200,10)",1.0,0.31596781398139173,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",0.5,0.23673290613887815,Naive,0.0851063829787234,0.04347826086956522,4,0.0,0.0
"(200,10)",0.5,0.32481839357572,Approx,0.0851063829787234,0.02197802197802198,4,0.25,0.0
"(200,10)",1.0,0.4015292917887665,Data Splitting,0.13333333333333333,0.0,4,0.5,0.0
"(200,10)",0.5,0.2670191734713099,Naive,0.13333333333333333,0.0689655172413793,4,0.0,0.0
"(200,10)",1.0,0.37209606621963054,Approx,0.125,0.03508771929824561,8,0.25,0.0
"(200,10)",1.0,0.42023486198857324,Data Splitting,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.0,0.28085198409528195,Naive,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.5,0.337451002010807,Approx,0.0851063829787234,0.02197802197802198,4,0.25,0.0
"(200,10)",1.0,0.3467281454636685,Data Splitting,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.0,0.24828982859405413,Naive,0.04347826086956522,0.02197802197802198,2,0.5,0.0
"(200,10)",0.5,0.2995699744808137,Approx,0.0851063829787234,0.04347826086956522,4,0.5,0.0
"(200,10)",1.0,0.37527076252536706,Data Splitting,0.0449438202247191,0.0,2,0.5,0.0
"(200,10)",0.0,0.2554494082692783,Naive,0.0449438202247191,0.022727272727272724,2,0.0,0.0
"(200,10)",1.0,0.37232731150690623,Approx,0.20618556701030927,0.022727272727272724,10,0.1,0.0
"(200,10)",1.0,0.3371046830305491,Data Splitting,0.0547945205479452,0.02857142857142857,4,0.5,0.0
"(200,10)",0.0,0.27177223284629404,Naive,0.05633802816901409,0.02857142857142857,2,0.5,0.0
"(200,10)",1.0,0.354267260221378,Approx,0.15584415584415584,0.02857142857142857,8,0.16666666666666666,0.0
"(200,10)",1.0,0.3431065006950152,Data Splitting,0.05405405405405406,0.0,2,0.5,0.0
"(200,10)",0.5,0.254799833628181,Naive,0.10526315789473684,0.05405405405405406,4,0.0,0.0
"(200,10)",1.0,0.34423348931465164,Approx,0.15,0.0,8,0.0,0.0
"(200,10)",0.5,0.400911441163189,Data Splitting,0.08695652173913045,0.02247191011235955,4,0.5,0.0
"(200,10)",0.0,0.2577668099371106,Naive,0.044444444444444446,0.02247191011235955,2,0.25,0.0
"(200,10)",1.0,0.3005746575479502,Approx,0.08695652173913045,0.02247191011235955,4,0.25,0.0
"(200,10)",1.0,0.3816736776154114,Data Splitting,0.07142857142857142,0.0,2,0.5,0.0
"(200,10)",0.6666666666666666,0.2852098435013973,Naive,0.19999999999999998,0.10526315789473684,6,0.0,0.0
"(200,10)",0.8571428571428571,0.3858875473914603,Approx,0.2647058823529412,0.07017543859649122,14,0.2222222222222222,0.33333333333333337
"(200,10)",1.0,0.38194914749575143,Data Splitting,0.04347826086956522,0.0,2,0.5,0.0
"(200,10)",0.0,0.2815788945258161,Naive,0.04347826086956522,0.02197802197802198,2,0.0,0.0
