p,coverage rate,avg length,method,F1 score,E size
10,0.6666666666666666,0.34717748172515056,Data Splitting,0.11764705882352941,6
10,0.5,0.24784413769322827,Naive,0.25,4
10,0.8571428571428571,0.329272716783905,Approx,0.4761904761904762,14
10,0.0,0.4121539545448764,Data Splitting,0.18181818181818182,2
10,0.6666666666666666,0.24121681134730114,Naive,0.4615384615384615,6
10,1.0,0.3409489104393128,Approx,0.5714285714285715,8
10,1.0,0.3548276782178462,Data Splitting,0.23529411764705882,4
10,1.0,0.24489953432100123,Naive,0.33333333333333337,6
10,0.8888888888888888,0.3417903480436266,Approx,0.6666666666666667,18
10,0.6666666666666666,0.37536642944476534,Data Splitting,0.28571428571428575,6
10,0.6666666666666666,0.27453674360301045,Naive,0.28571428571428575,6
10,0.6,0.3655798540925765,Approx,0.37499999999999994,10
10,1.0,0.3939677934230664,Data Splitting,0.13333333333333333,2
10,0.5,0.2514767644599758,Naive,0.25,4
10,0.75,0.335472385256151,Approx,0.22222222222222224,8
10,1.0,0.37647093805065035,Data Splitting,0.16666666666666669,4
10,1.0,0.23944547577600445,Naive,0.5714285714285715,8
10,0.8,0.3160531478893963,Approx,0.6666666666666666,10
10,1.0,0.3380340315640057,Data Splitting,0.14285714285714288,2
10,1.0,0.21599150981898388,Naive,0.375,6
10,0.6,0.2980402369666135,Approx,0.5555555555555556,10
10,1.0,0.3404765974446073,Data Splitting,0.23529411764705882,4
10,0.6666666666666666,0.269039183298537,Naive,0.33333333333333337,6
10,0.8,0.32011034201126526,Approx,0.4,10
10,0.5,0.41505111975358666,Data Splitting,0.25,4
10,0.75,0.24029903666833083,Naive,0.4444444444444445,8
10,0.8,0.3373834858733441,Approx,0.4210526315789473,10
10,1.0,0.37268936042273393,Data Splitting,0.11764705882352941,2
10,0.5,0.25763014245895294,Naive,0.2222222222222222,4
10,0.8571428571428571,0.3252736637548007,Approx,0.43478260869565216,14
10,0.5,0.280291456701091,Data Splitting,0.3076923076923077,4
10,1.0,0.2279669430172326,Naive,0.16666666666666669,2
10,1.0,0.29842274232435023,Approx,0.3076923076923077,4
10,1.0,0.3386449276422978,Data Splitting,0.18181818181818182,2
10,1.0,0.24787744285123328,Naive,0.18181818181818182,2
10,1.0,0.3169933236553708,Approx,0.33333333333333337,4
10,1.0,0.39369454882813015,Data Splitting,0.15384615384615385,2
10,0.0,0.2673474097657609,Naive,0.15384615384615385,2
10,0.3333333333333333,0.3417268223947385,Approx,0.4,6
10,1.0,0.34175838235015454,Data Splitting,0.13333333333333333,2
10,0.3333333333333333,0.2574484873160809,Naive,0.23529411764705882,6
10,0.6666666666666666,0.34039867789520084,Approx,0.4,12
10,1.0,0.41971736471277554,Data Splitting,0.11764705882352941,2
10,0.5,0.25976312769181087,Naive,0.2222222222222222,4
10,1.0,0.320498348085915,Approx,0.2727272727272727,12
10,1.0,0.37400502002838854,Data Splitting,0.3076923076923077,4
10,1.0,0.25293182800564,Naive,0.3076923076923077,4
10,0.8,0.3655679061830534,Approx,0.25000000000000006,10
10,1.0,0.36828521533603925,Data Splitting,0.13333333333333333,2
10,0.8,0.24800150296017942,Naive,0.5263157894736842,10
10,1.0,0.3387295636116752,Approx,0.4210526315789473,10
10,1.0,0.3787027681584183,Data Splitting,0.3076923076923077,4
10,0.5,0.25166210251539023,Naive,0.3076923076923077,4
10,1.0,0.3265094271277049,Approx,0.37499999999999994,10
10,1.0,0.34285432162360974,Data Splitting,0.14285714285714288,2
10,1.0,0.25514839583183657,Naive,0.2666666666666667,4
10,1.0,0.32141575503609715,Approx,0.25,6
10,1.0,0.3742449918909199,Data Splitting,0.42857142857142855,6
10,1.0,0.2414832748870985,Naive,0.5333333333333333,8
10,1.0,0.35726540641145665,Approx,0.5263157894736842,16
10,1.0,0.3822976571458242,Data Splitting,0.2666666666666667,4
10,0.5,0.27026591977474057,Naive,0.2666666666666667,4
10,0.5,0.3361632816791907,Approx,0.42105263157894735,12
