p,coverage rate,avg length,method,F1 score,E size
10,1.0,0.39056526958465776,Data Splitting,0.11764705882352941,2
10,0.5,0.2495096024061031,Naive,0.2222222222222222,4
10,0.625,0.34490378233439184,Approx,0.5,16
10,1.0,0.3727554915591343,Data Splitting,0.15384615384615385,2
10,0.0,0.23575424599868589,Naive,0.2857142857142857,4
10,0.6666666666666666,0.2872426809560444,Approx,0.4,6
10,1.0,0.31957565101402224,Data Splitting,0.25,4
10,0.5,0.22882989259936298,Naive,0.25,4
10,0.8571428571428571,0.3627203975928256,Approx,0.38095238095238093,14
10,1.0,0.4102294417548127,Data Splitting,0.14285714285714288,2
10,1.0,0.25781635073561054,Naive,0.2666666666666667,4
10,1.0,0.3072461151226806,Approx,0.33333333333333337,10
10,1.0,0.28907844019361084,Data Splitting,0.2857142857142857,4
10,1.0,0.2284216691875454,Naive,0.4,6
10,1.0,0.33407117496371436,Approx,0.5,8
10,1.0,0.3198104194997456,Data Splitting,0.3076923076923077,4
10,1.0,0.2268833039520346,Naive,0.16666666666666669,2
10,1.0,0.32232146829221164,Approx,0.16666666666666669,2
10,1.0,0.3884950237853563,Data Splitting,0.23529411764705882,4
10,0.4,0.2613141890229026,Naive,0.5,10
10,1.0,0.34401963286647325,Approx,0.608695652173913,16
10,1.0,0.38804104232428144,Data Splitting,0.16666666666666669,2
10,1.0,0.2715799474830429,Naive,0.16666666666666669,2
10,0.5,0.31563373816575235,Approx,0.39999999999999997,8
10,0.0,0.3586196535189476,Data Splitting,0.15384615384615385,2
10,1.0,0.2317584422217217,Naive,0.2857142857142857,4
10,0.75,0.32339401133341383,Approx,0.7000000000000001,16
10,1.0,0.3369569674128306,Data Splitting,0.2857142857142857,4
10,0.75,0.2521200872929714,Naive,0.5,8
10,1.0,0.36570714104279967,Approx,0.5555555555555556,12
10,1.0,0.4099769757515256,Data Splitting,0.23529411764705882,4
10,0.4,0.2684314483736303,Naive,0.5,10
10,0.7777777777777778,0.3595558131915389,Approx,0.6666666666666667,18
10,0.6666666666666666,0.35614792929023814,Data Splitting,0.4,6
10,1.0,0.24071596855044264,Naive,0.4,6
10,0.8333333333333334,0.3189996880392033,Approx,0.6666666666666666,12
10,1.0,0.3242823332981216,Data Splitting,0.0,2
10,1.0,0.24328260927225287,Naive,0.23529411764705882,4
10,0.75,0.3020529563649541,Approx,0.31578947368421056,8
10,1.0,0.4174272976676532,Data Splitting,0.14285714285714288,2
10,0.6666666666666666,0.2760438476251113,Naive,0.375,6
10,1.0,0.3270605357560898,Approx,0.4444444444444444,10
10,1.0,0.34095101532882327,Data Splitting,0.1111111111111111,2
10,1.0,0.2553317686451695,Naive,0.21052631578947367,4
10,0.8,0.35784072667233535,Approx,0.2727272727272727,10
10,0.0,0.4223933003512127,Data Splitting,0.15384615384615385,2
10,0.6666666666666666,0.2626180258734483,Naive,0.4,6
10,1.0,0.3452248048005146,Approx,0.375,8
10,1.0,0.36125994518509175,Data Splitting,0.125,2
10,1.0,0.2560009068812917,Naive,0.33333333333333337,6
10,0.875,0.36822776335102597,Approx,0.3478260869565218,16
10,1.0,0.43716585250471474,Data Splitting,0.125,2
10,0.6,0.26223166754543925,Naive,0.4,10
10,0.8333333333333334,0.36187849543769923,Approx,0.28571428571428575,12
10,1.0,0.3977178931373152,Data Splitting,0.15384615384615385,2
10,1.0,0.2755831324337905,Naive,0.15384615384615385,2
10,0.5,0.3664772661289696,Approx,0.2857142857142857,4
10,1.0,0.34273622826621175,Data Splitting,0.33333333333333337,4
10,0.75,0.2459316362416118,Naive,0.5714285714285715,8
10,1.0,0.3004203209371597,Approx,0.5333333333333333,10
10,0.0,0.49306565470260494,Data Splitting,0.16666666666666669,2
10,0.5,0.2908278430597525,Naive,0.3076923076923077,4
10,0.8,0.3638257263196861,Approx,0.5000000000000001,10
10,0.6666666666666666,0.33561832172764877,Data Splitting,0.3157894736842105,6
10,1.0,0.23831761266335294,Naive,0.4,8
10,0.7142857142857143,0.3261332205019522,Approx,0.6086956521739131,14
10,1.0,0.33632761171226777,Data Splitting,0.28571428571428575,6
10,0.3333333333333333,0.26018999236914553,Naive,0.28571428571428575,6
10,1.0,0.34921845027243986,Approx,0.4210526315789474,16
10,1.0,0.364644680880362,Data Splitting,0.25,4
10,0.6666666666666666,0.27592355531714,Naive,0.35294117647058826,6
10,1.0,0.33065815063792253,Approx,0.5263157894736842,10
10,1.0,0.35493930615302466,Data Splitting,0.25,8
10,0.5,0.24450946000884813,Naive,0.375,8
10,0.625,0.3572722994306037,Approx,0.4,16
10,0.5,0.3826899303459122,Data Splitting,0.2666666666666667,4
10,0.6,0.27251901769620834,Naive,0.5555555555555556,10
10,1.0,0.3368417221560551,Approx,0.7000000000000001,14
10,0.0,0.38711171740289607,Data Splitting,0.15384615384615385,2
10,0.6,0.253500977360427,Naive,0.5882352941176471,10
10,0.8571428571428571,0.3308384112673805,Approx,0.631578947368421,14
10,1.0,0.35999816709372484,Data Splitting,0.15384615384615385,2
10,1.0,0.24465249444059733,Naive,0.2857142857142857,4
10,1.0,0.32211592651248605,Approx,0.4,6
10,1.0,0.3139286319517174,Data Splitting,0.25,4
10,1.0,0.24730197989312017,Naive,0.35294117647058826,6
10,0.8333333333333334,0.3511812043091922,Approx,0.5,12
10,0.0,0.4508835047890189,Data Splitting,0.125,2
10,0.0,0.2913208556160699,Naive,0.125,2
10,1.0,0.3432168886407368,Approx,0.5714285714285715,12
10,1.0,0.3576833933466767,Data Splitting,0.25,4
10,0.3333333333333333,0.24586564957339085,Naive,0.35294117647058826,6
10,0.6,0.34040296755513266,Approx,0.4210526315789473,10
10,1.0,0.3769494133920081,Data Splitting,0.0,2
10,0.0,0.27733926445867674,Naive,0.2666666666666667,4
10,1.0,0.3598912001711405,Approx,0.3529411764705882,8
10,1.0,0.3891597577429525,Data Splitting,0.16666666666666669,2
10,1.0,0.24635676349329483,Naive,0.42857142857142855,6
10,1.0,0.36625483069790804,Approx,0.15384615384615385,4
10,1.0,0.34596208922476657,Data Splitting,0.2857142857142857,4
10,1.0,0.23900802718727537,Naive,0.2857142857142857,4
10,0.75,0.3206317993559146,Approx,0.5,8
10,1.0,0.29885544075303233,Data Splitting,0.125,2
10,1.0,0.2630617416121571,Naive,0.125,2
10,1.0,0.3355133587381885,Approx,0.1111111111111111,6
10,0.75,0.39580453908855007,Data Splitting,0.39999999999999997,8
10,0.6666666666666666,0.28327695775205236,Naive,0.42857142857142855,6
10,0.8333333333333334,0.37703012725897317,Approx,0.3529411764705882,12
10,1.0,0.34670498738419425,Data Splitting,0.13333333333333333,2
10,1.0,0.25200975370701795,Naive,0.13333333333333333,2
10,1.0,0.38144478783640534,Approx,0.35294117647058826,6
10,1.0,0.31688751090000883,Data Splitting,0.2857142857142857,4
10,0.0,0.24049139617314189,Naive,0.2857142857142857,4
10,0.3333333333333333,0.28014548217006696,Approx,0.4,6
10,0.0,0.36864166723983816,Data Splitting,0.125,2
10,0.5,0.2799098138167249,Naive,0.23529411764705882,4
10,0.8333333333333334,0.3294110932916261,Approx,0.5714285714285715,12
10,1.0,0.32794710122205295,Data Splitting,0.15384615384615385,2
10,1.0,0.2406867503794822,Naive,0.4,6
10,1.0,0.3176942880734008,Approx,0.35294117647058826,10
10,1.0,0.32043433182433567,Data Splitting,0.13333333333333333,2
10,1.0,0.24416004926861457,Naive,0.6,12
10,1.0,0.3408194841582774,Approx,0.6666666666666666,20
10,1.0,0.38369693165569463,Data Splitting,0.15384615384615385,2
10,0.0,0.24205699689528762,Naive,0.15384615384615385,2
10,1.0,0.3185805720504495,Approx,0.4,6
10,1.0,0.3040483070383504,Data Splitting,0.14285714285714285,4
10,1.0,0.2347211451884806,Naive,0.7368421052631579,14
10,0.875,0.35328012511171814,Approx,0.7000000000000001,16
10,1.0,0.3953855543933418,Data Splitting,0.18181818181818182,2
10,1.0,0.26552655374772155,Naive,0.5714285714285715,8
10,0.75,0.3432059404989906,Approx,0.5555555555555556,16
10,0.0,0.48566744987719257,Data Splitting,0.16666666666666669,2
10,0.75,0.25499944118958345,Naive,0.5333333333333333,8
10,1.0,0.3409764231511976,Approx,0.39999999999999997,8
10,1.0,0.3877396163832293,Data Splitting,0.23529411764705882,4
10,0.75,0.2555113631055891,Naive,0.4210526315789474,8
10,1.0,0.3216224776064287,Approx,0.47619047619047616,12
10,1.0,0.3836872331665246,Data Splitting,0.18181818181818182,2
10,1.0,0.2844312284786173,Naive,0.18181818181818182,2
10,1.0,0.39510652213401026,Approx,0.33333333333333337,4
10,1.0,0.3527523038337333,Data Splitting,0.18181818181818182,2
10,1.0,0.23705191221898922,Naive,0.18181818181818182,2
10,0.8333333333333334,0.3394935858903487,Approx,0.37499999999999994,12
10,1.0,0.36643564751538743,Data Splitting,0.25,2
10,0.6666666666666666,0.25919537591287045,Naive,0.6,6
10,1.0,0.32492475628048245,Approx,0.4,6
10,0.0,0.4073682738394131,Data Splitting,0.14285714285714288,2
10,0.75,0.2499383208990818,Naive,0.47058823529411764,8
10,1.0,0.3133259973331973,Approx,0.5555555555555556,10
10,1.0,0.3233234312738304,Data Splitting,0.15384615384615385,2
10,1.0,0.2388817758199731,Naive,0.2857142857142857,4
10,1.0,0.3319737869920375,Approx,0.4,6
10,1.0,0.3361485732276377,Data Splitting,0.14285714285714288,2
10,1.0,0.24150774083346563,Naive,0.2666666666666667,4
10,1.0,0.3374576860602965,Approx,0.5263157894736842,12
10,1.0,0.3735330615179041,Data Splitting,0.2857142857142857,4
10,0.5,0.23775551066058337,Naive,0.2857142857142857,4
10,0.6666666666666666,0.28555324704676505,Approx,0.5555555555555556,12
10,1.0,0.3793533908301798,Data Splitting,0.14285714285714288,2
10,0.8,0.2501153809977367,Naive,0.5555555555555556,10
10,0.75,0.3364785973460632,Approx,0.6666666666666667,16
10,1.0,0.2920365590858576,Data Splitting,0.15384615384615385,2
10,1.0,0.23047052829230302,Naive,0.2857142857142857,4
10,0.75,0.344136389592601,Approx,0.6,16
10,0.0,0.4000733927489598,Data Splitting,0.14285714285714288,2
10,0.0,0.265616558179409,Naive,0.14285714285714288,2
10,0.8333333333333334,0.33061165268090414,Approx,0.42105263157894735,12
10,1.0,0.3936283525137271,Data Splitting,0.0,2
10,1.0,0.2418315969216808,Naive,0.4,6
10,1.0,0.31922924843972444,Approx,0.47058823529411764,10
10,1.0,0.32078369868606726,Data Splitting,0.13333333333333333,2
10,0.5,0.2646923140608689,Naive,0.25,4
10,1.0,0.32560580660424276,Approx,0.3333333333333333,8
10,0.0,0.3669038985821818,Data Splitting,0.16666666666666669,2
10,1.0,0.22782301491759704,Naive,0.3076923076923077,4
10,0.6666666666666666,0.3188111118433595,Approx,0.42857142857142855,6
10,0.0,0.3336252622697019,Data Splitting,0.13333333333333333,2
10,1.0,0.24250392919339347,Naive,0.35294117647058826,6
10,1.0,0.344770146472244,Approx,0.4761904761904762,14
10,1.0,0.31844776341518655,Data Splitting,0.0,2
10,1.0,0.24570646738302404,Naive,0.3076923076923077,4
10,0.8,0.3251603563035952,Approx,0.37499999999999994,10
10,1.0,0.35618428995334356,Data Splitting,0.35294117647058826,6
10,0.3333333333333333,0.25743776343358404,Naive,0.35294117647058826,6
10,1.0,0.32510511169078826,Approx,0.5714285714285714,14
10,1.0,0.3165577441269885,Data Splitting,0.16666666666666669,2
10,1.0,0.2328910970578711,Naive,0.16666666666666669,2
10,0.6666666666666666,0.31521519324975844,Approx,0.14285714285714288,6
10,0.5,0.40139775080739315,Data Splitting,0.11764705882352941,4
10,0.25,0.2737796253021414,Naive,0.4210526315789474,8
10,1.0,0.32606139202432605,Approx,0.3809523809523809,12
10,1.0,0.3411391337307361,Data Splitting,0.23529411764705882,4
10,0.75,0.2532860716173998,Naive,0.4210526315789474,8
10,0.8333333333333334,0.3393818436247981,Approx,0.47619047619047616,12
10,1.0,0.3927363698625803,Data Splitting,0.23529411764705882,4
10,0.4,0.2673018033058692,Naive,0.4,10
10,1.0,0.3422159355011488,Approx,0.4210526315789474,8
10,0.5,0.3583969517041663,Data Splitting,0.2666666666666667,4
10,0.5,0.24007806714451657,Naive,0.2666666666666667,4
10,0.6,0.35765564621569623,Approx,0.4444444444444444,10
10,1.0,0.32123671275263044,Data Splitting,0.13333333333333336,4
10,1.0,0.2558910908070203,Naive,0.2666666666666667,4
10,0.75,0.3274452526502951,Approx,0.3529411764705882,8
10,1.0,0.309077188209954,Data Splitting,0.14285714285714288,2
10,0.0,0.2541704574569693,Naive,0.14285714285714288,2
10,0.6666666666666666,0.3475609998698781,Approx,0.375,6
10,1.0,0.3557286460247111,Data Splitting,0.16666666666666669,2
10,1.0,0.24879929897068356,Naive,0.3076923076923077,4
10,0.75,0.31018661317032387,Approx,0.39999999999999997,8
10,1.0,0.34401925619628254,Data Splitting,0.2857142857142857,4
10,0.6,0.2625563950136255,Naive,0.5882352941176471,10
10,0.6666666666666666,0.35435592047108305,Approx,0.5555555555555556,12
10,1.0,0.3359161238408051,Data Splitting,0.47058823529411764,8
10,0.8,0.258491543766144,Naive,0.5555555555555556,10
10,0.75,0.3391281709697662,Approx,0.5714285714285714,16
10,1.0,0.40084264116831986,Data Splitting,0.14285714285714288,2
10,0.5,0.2550323857087001,Naive,0.47058823529411764,8
10,1.0,0.3254202722771077,Approx,0.6,14
10,1.0,0.32712029758137606,Data Splitting,0.15384615384615385,2
10,1.0,0.2503800743887822,Naive,0.15384615384615385,2
10,0.75,0.3095810158011993,Approx,0.375,8
10,0.6666666666666666,0.4247877422712088,Data Splitting,0.42857142857142855,6
10,0.6,0.2526992953935844,Naive,0.5000000000000001,10
10,1.0,0.3498703926411855,Approx,0.4444444444444444,14
10,1.0,0.3687121190430633,Data Splitting,0.15384615384615385,2
10,0.0,0.28394300007673595,Naive,0.4,6
10,0.7142857142857143,0.33444255007540347,Approx,0.5263157894736842,14
10,1.0,0.35022621217510314,Data Splitting,0.15384615384615385,2
10,0.75,0.24672469959783203,Naive,0.5,8
10,1.0,0.3140686529000371,Approx,0.5555555555555556,12
10,1.0,0.34742839547197246,Data Splitting,0.23529411764705882,4
10,0.8333333333333334,0.24687076944195907,Naive,0.5714285714285715,12
10,1.0,0.3418704315887599,Approx,0.6363636363636364,14
10,1.0,0.3572890552361605,Data Splitting,0.15384615384615385,2
10,0.5,0.2558483522717703,Naive,0.2857142857142857,4
10,1.0,0.34960270146546074,Approx,0.5882352941176471,10
20,0.0,0.2936389407859039,Data Splitting,0.07692307692307693,2
20,0.4,0.2644133905731878,Naive,0.33333333333333337,10
20,0.75,0.34364562825841716,Approx,0.24242424242424243,16
20,1.0,0.35839711668457885,Data Splitting,0.07692307692307693,2
20,1.0,0.25163422373354366,Naive,0.2758620689655173,8
20,0.875,0.35800215428493676,Approx,0.42424242424242425,16
20,1.0,0.35239106308969537,Data Splitting,0.08333333333333333,2
20,1.0,0.24229170392897953,Naive,0.16,4
20,1.0,0.3249725938294928,Approx,0.27586206896551724,12
20,1.0,0.35667010461565823,Data Splitting,0.16,4
20,0.0,0.2577105112173725,Naive,0.16,4
20,0.7142857142857143,0.3361777890098136,Approx,0.2,14
20,1.0,0.3159019107910883,Data Splitting,0.24000000000000002,6
20,0.6666666666666666,0.24178406986957957,Naive,0.24000000000000002,6
20,0.8888888888888888,0.3417296055675095,Approx,0.45161290322580644,18
20,1.0,0.38054203919331386,Data Splitting,0.08333333333333333,2
20,1.0,0.24108454105465604,Naive,0.16,4
20,1.0,0.3552919050434435,Approx,0.22222222222222218,8
20,0.5,0.37373426809482585,Data Splitting,0.17391304347826084,4
20,1.0,0.2520820207353471,Naive,0.32,8
20,0.8,0.33824071291741975,Approx,0.3225806451612903,20
20,1.0,0.4288881196609356,Data Splitting,0.13333333333333333,4
20,0.75,0.2783181685549624,Naive,0.25,8
20,0.9,0.37868845869829015,Approx,0.4210526315789473,20
20,1.0,0.3381786716607659,Data Splitting,0.08,4
20,1.0,0.2223068063962943,Naive,0.08333333333333333,2
20,0.75,0.3294787174396732,Approx,0.3225806451612903,16
20,1.0,0.31400918568401215,Data Splitting,0.09523809523809523,2
20,1.0,0.24565649954199892,Naive,0.09523809523809523,2
20,0.75,0.3232566385978136,Approx,0.16666666666666669,8
20,1.0,0.32563325582089286,Data Splitting,0.07407407407407407,4
20,0.6666666666666666,0.2710561772795105,Naive,0.14285714285714285,6
20,0.8,0.31131485818229765,Approx,0.19999999999999998,10
20,1.0,0.3627774988600089,Data Splitting,0.07407407407407407,2
20,0.6,0.26913374227177256,Naive,0.32258064516129037,10
20,0.8571428571428571,0.35029940847793467,Approx,0.36363636363636365,14
20,1.0,0.33721216074212057,Data Splitting,0.14285714285714288,4
20,0.0,0.2764327671123408,Naive,0.14285714285714288,4
20,0.875,0.33573967966943463,Approx,0.3529411764705882,16
20,1.0,0.38761188808713265,Data Splitting,0.14814814814814814,4
20,0.6666666666666666,0.2727158190556033,Naive,0.21428571428571425,6
20,0.8571428571428571,0.3480437313214614,Approx,0.3125,14
20,1.0,0.35950491808615037,Data Splitting,0.18181818181818182,4
20,0.5,0.2602236139514166,Naive,0.18181818181818182,4
20,1.0,0.3656073485736745,Approx,0.3448275862068966,18
20,1.0,0.36040047799952135,Data Splitting,0.07999999999999999,2
20,1.0,0.2704023881225476,Naive,0.07999999999999999,2
20,0.9090909090909091,0.3484633884305483,Approx,0.28571428571428575,22
20,1.0,0.29307121204397385,Data Splitting,0.08695652173913045,2
20,0.3333333333333333,0.2442358693782937,Naive,0.24000000000000002,6
20,1.0,0.3338201238771889,Approx,0.14285714285714288,12
20,0.0,0.40960939303644334,Data Splitting,0.08695652173913045,2
20,0.0,0.26870714489815667,Naive,0.08695652173913045,2
20,0.8333333333333334,0.3131186636126111,Approx,0.14285714285714288,12
20,1.0,0.4056862274748314,Data Splitting,0.0909090909090909,2
20,0.6,0.2557450307800402,Naive,0.3076923076923077,10
20,0.75,0.3598554045807612,Approx,0.4242424242424242,24
20,1.0,0.41761011520436964,Data Splitting,0.0909090909090909,2
20,1.0,0.24970958137194132,Naive,0.17391304347826084,4
20,1.0,0.3132704548113263,Approx,0.22222222222222224,12
20,1.0,0.39395438012528383,Data Splitting,0.14814814814814814,4
20,0.5,0.24847985326406846,Naive,0.20689655172413793,8
20,0.8666666666666667,0.35446969654539806,Approx,0.3,30
20,1.0,0.41299818444331027,Data Splitting,0.15384615384615385,4
20,1.0,0.2548563371574695,Naive,0.15384615384615385,4
20,0.75,0.34688385795398724,Approx,0.25,16
20,1.0,0.30197381454169236,Data Splitting,0.0,2
20,0.3333333333333333,0.2682305020747174,Naive,0.23076923076923078,6
20,1.0,0.3591183664896697,Approx,0.37500000000000006,18
20,1.0,0.310947959634545,Data Splitting,0.07692307692307693,2
20,0.8,0.26975953062664865,Naive,0.33333333333333337,10
20,0.8181818181818182,0.3541105540476836,Approx,0.5,22
20,1.0,0.35081768862275636,Data Splitting,0.08695652173913042,4
20,1.0,0.2470588098652133,Naive,0.25,6
20,0.6,0.3241309734174864,Approx,0.3846153846153846,10
20,1.0,0.3614640639778499,Data Splitting,0.09523809523809523,2
20,0.6666666666666666,0.26006472628526855,Naive,0.2608695652173913,6
20,1.0,0.3473410655220455,Approx,0.32000000000000006,10
20,1.0,0.3526565860580807,Data Splitting,0.08695652173913045,2
20,1.0,0.2510849419626976,Naive,0.16666666666666669,4
20,1.0,0.3532488720245146,Approx,0.24000000000000002,6
20,1.0,0.42737882660218274,Data Splitting,0.07407407407407407,2
20,0.5714285714285714,0.25896249990651404,Naive,0.42424242424242425,14
20,1.0,0.35367736265905847,Approx,0.5,28
20,0.3333333333333333,0.42602825994209215,Data Splitting,0.19999999999999998,6
20,0.7142857142857143,0.27040054145146747,Naive,0.35294117647058826,14
20,0.8181818181818182,0.3561786899687665,Approx,0.368421052631579,22
20,1.0,0.35348181294492453,Data Splitting,0.0909090909090909,2
20,0.3333333333333333,0.268885688811205,Naive,0.25,6
20,0.7142857142857143,0.34701347400399657,Approx,0.42857142857142855,14
20,0.6666666666666666,0.3786737460494914,Data Splitting,0.2222222222222222,6
20,0.3333333333333333,0.2539690902196697,Naive,0.2222222222222222,6
20,0.7692307692307693,0.3687921883254134,Approx,0.32432432432432434,26
20,0.5,0.4175440740037717,Data Splitting,0.14285714285714288,4
20,1.0,0.23920865883833708,Naive,0.2666666666666667,8
20,0.8571428571428571,0.34168668002880537,Approx,0.24242424242424246,14
20,0.6666666666666666,0.3863004956574885,Data Splitting,0.23076923076923078,6
20,0.6666666666666666,0.25227865010373257,Naive,0.23076923076923078,6
20,0.7142857142857143,0.3457450537844035,Approx,0.3333333333333333,14
20,1.0,0.41155785704246206,Data Splitting,0.07999999999999999,2
20,0.3333333333333333,0.2954317567048179,Naive,0.2222222222222222,6
20,1.0,0.3620626509388306,Approx,0.36363636363636365,18
20,1.0,0.3881922257757588,Data Splitting,0.16666666666666669,4
20,1.0,0.25996924373486,Naive,0.16666666666666669,4
20,0.8888888888888888,0.3338224400388538,Approx,0.2580645161290322,18
20,1.0,0.36052908519329774,Data Splitting,0.08333333333333333,2
20,1.0,0.25531976782692944,Naive,0.23076923076923078,6
20,0.8888888888888888,0.3547268387163084,Approx,0.5625,18
20,1.0,0.4032291987448677,Data Splitting,0.0,2
20,0.3333333333333333,0.26855743902410617,Naive,0.14814814814814814,6
20,1.0,0.36434891005865405,Approx,0.13333333333333333,12
20,1.0,0.38692316910664987,Data Splitting,0.0909090909090909,2
20,0.5,0.24928595002226422,Naive,0.17391304347826084,4
20,0.8,0.31882202970341555,Approx,0.23076923076923073,10
20,1.0,0.4824808424251675,Data Splitting,0.07999999999999999,2
20,1.0,0.27484319290828463,Naive,0.2857142857142857,8
20,0.8181818181818182,0.3692006432349435,Approx,0.4,22
20,1.0,0.4462079055933097,Data Splitting,0.2758620689655173,8
20,0.8,0.27186004180910495,Naive,0.33333333333333337,10
20,0.875,0.35207300745085185,Approx,0.30303030303030304,16
20,1.0,0.3680316174634543,Data Splitting,0.17391304347826084,4
20,1.0,0.2601854691994885,Naive,0.0909090909090909,2
20,0.9166666666666666,0.3532363700498145,Approx,0.24242424242424246,24
20,1.0,0.40090067118074424,Data Splitting,0.07142857142857142,2
20,0.5,0.2755954742571111,Naive,0.13793103448275862,4
20,1.0,0.3287816115286832,Approx,0.25,10
20,1.0,0.37397680503284075,Data Splitting,0.0909090909090909,2
20,0.5,0.26351168089529137,Naive,0.17391304347826084,4
20,1.0,0.3463079890483644,Approx,0.15384615384615385,10
20,1.0,0.44819002428380855,Data Splitting,0.07142857142857142,2
20,0.6666666666666666,0.25048022120345986,Naive,0.19999999999999998,6
20,0.9090909090909091,0.3350747721222756,Approx,0.3157894736842105,22
20,1.0,0.4275355686841841,Data Splitting,0.08695652173913045,2
20,0.5,0.26715134619553527,Naive,0.16666666666666669,4
20,0.9,0.3430167223325682,Approx,0.4375,20
20,1.0,0.37200839137994385,Data Splitting,0.16666666666666669,4
20,0.5,0.2575097527292091,Naive,0.3076923076923077,8
20,1.0,0.32654808252549505,Approx,0.27586206896551724,14
20,1.0,0.41826335938259107,Data Splitting,0.08695652173913045,2
20,0.5,0.2488435951001599,Naive,0.16666666666666669,4
20,0.5714285714285714,0.32399816221751315,Approx,0.27586206896551724,14
20,1.0,0.3653086054125686,Data Splitting,0.07142857142857142,2
20,1.0,0.22963521924756095,Naive,0.19999999999999998,6
20,0.8,0.30826632902946044,Approx,0.25,10
20,1.0,0.4242888440505847,Data Splitting,0.09523809523809523,2
20,0.5,0.26362131908806824,Naive,0.33333333333333337,8
20,0.9230769230769231,0.36384463118324395,Approx,0.4848484848484849,26
20,1.0,0.30757925554619475,Data Splitting,0.0,2
20,0.0,0.25671932030273803,Naive,0.0,2
20,0.8571428571428571,0.3203153817337752,Approx,0.2857142857142857,14
20,1.0,0.4111657314541704,Data Splitting,0.0689655172413793,2
