"n,p",coverage rate,avg length,method,F1 score,F1 score (post inf),E size
"(200,10)",1.0,0.34592745828810745,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.24356952203435267,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.34563919164942186,Approx,0.0851063829787234,0.0,4
"(200,10)",1.0,0.33399815010058165,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.22822605850071856,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.2956409965591761,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",0.0,0.4267964928002241,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.0,0.30183939940228494,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.75,0.33504196522392055,Approx,0.163265306122449,0.02197802197802198,8
"(200,10)",1.0,0.3542100147396263,Data Splitting,0.04395604395604395,0.02222222222222222,2
"(200,10)",0.0,0.2502572753436764,Naive,0.08602150537634408,0.04395604395604395,4
"(200,10)",0.5,0.33463891075510466,Approx,0.08602150537634408,0.02222222222222222,4
"(200,10)",1.0,0.3152945174648439,Data Splitting,0.0851063829787234,0.0,4
"(200,10)",0.0,0.22894927612181343,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.3085442111287173,Approx,0.0851063829787234,0.0,4
"(200,10)",1.0,0.3450008951138234,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",0.0,0.23751813836407218,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.2982610713076439,Approx,0.0851063829787234,0.02197802197802198,4
"(200,10)",1.0,0.34991634288174794,Data Splitting,0.05479452054794521,0.02777777777777778,2
"(200,10)",0.0,0.24535635119728266,Naive,0.05479452054794521,0.02777777777777778,2
"(200,10)",1.0,0.3098225850681094,Approx,0.15584415584415587,0.02777777777777778,6
"(200,10)",1.0,0.2984048283810319,Data Splitting,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.2245640304381178,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",1.0,0.2823626162908954,Approx,0.163265306122449,0.02197802197802198,8
"(200,10)",1.0,0.3128829978071068,Data Splitting,0.0851063829787234,0.0,4
"(200,10)",0.5,0.24449489626490753,Naive,0.0851063829787234,0.04347826086956522,4
"(200,10)",1.0,0.30484096689760576,Approx,0.163265306122449,0.0,8
"(200,10)",0.0,0.486189256618323,Data Splitting,0.04395604395604395,0.02222222222222222,2
"(200,10)",0.0,0.2798923570627848,Naive,0.08602150537634408,0.04395604395604395,4
"(200,10)",1.0,0.3386638240195781,Approx,0.12631578947368421,0.02222222222222222,6
"(200,10)",1.0,0.3590474118237689,Data Splitting,0.05633802816901409,0.0,2
"(200,10)",0.0,0.2733500121511583,Naive,0.05633802816901409,0.02857142857142857,2
"(200,10)",1.0,0.31176430093231094,Approx,0.10666666666666666,0.0,6
"(200,10)",1.0,0.33679412120927527,Data Splitting,0.04347826086956522,0.0,2
"(200,10)",1.0,0.2504757357316296,Naive,0.04347826086956522,0.02197802197802198,2
"(200,10)",0.8571428571428571,0.3704096029873459,Approx,0.2692307692307693,0.02197802197802198,14
"(200,10)",1.0,0.3364052521071699,Data Splitting,0.04395604395604395,0.02222222222222222,2
"(200,10)",0.5,0.2308545556440888,Naive,0.08602150537634408,0.04395604395604395,4
"(200,10)",1.0,0.27681203446673774,Approx,0.04395604395604395,0.02222222222222222,2
"(200,10)",1.0,0.28881869772258967,Data Splitting,0.04347826086956522,0.0,2
