p,coverage rate,avg length,method,F1 score,E size
10,0.0,0.41270250038046297,Data Splitting,0.14285714285714288,2
10,1.0,0.25570601914735447,Naive,0.14285714285714288,2
10,0.8,0.361062115296409,Approx,0.5555555555555556,10
10,1.0,0.3034917452414042,Data Splitting,0.16666666666666669,2
10,0.6666666666666666,0.23073183116439808,Naive,0.42857142857142855,6
10,0.8333333333333334,0.30378507895488893,Approx,0.4705882352941177,12
10,1.0,0.40024736886679013,Data Splitting,0.14285714285714288,2
10,1.0,0.25966173492388345,Naive,0.2666666666666667,4
10,1.0,0.3437636338389313,Approx,0.4,14
10,1.0,0.3317750345472502,Data Splitting,0.25,4
10,1.0,0.24089133422809525,Naive,0.35294117647058826,6
10,1.0,0.32668810561931555,Approx,0.4444444444444445,8
10,1.0,0.3121712406237759,Data Splitting,0.16666666666666669,2
10,1.0,0.23900468599188043,Naive,0.3076923076923077,4
10,1.0,0.3517556769802849,Approx,0.5,18
10,1.0,0.34352514832567155,Data Splitting,0.2222222222222222,6
10,1.0,0.24512992925441096,Naive,0.23529411764705882,4
10,0.7142857142857143,0.3419800051642644,Approx,0.5454545454545455,14
10,1.0,0.33052815380635014,Data Splitting,0.16666666666666669,2
10,1.0,0.2711255071285328,Naive,0.3076923076923077,4
10,1.0,0.333095222449269,Approx,0.23529411764705885,12
10,0.0,0.46189196428789947,Data Splitting,0.0,2
10,1.0,0.2627910182216051,Naive,0.2857142857142857,4
10,1.0,0.38118914377096175,Approx,0.2222222222222222,12
10,1.0,0.37084002523157267,Data Splitting,0.25,4
10,0.75,0.26070115468157484,Naive,0.4444444444444445,8
10,0.8571428571428571,0.37510572031413075,Approx,0.4761904761904762,14
10,1.0,0.3325786470327984,Data Splitting,0.15384615384615385,2
10,1.0,0.23973244923920775,Naive,0.2857142857142857,4
10,1.0,0.34633471705333724,Approx,0.47058823529411764,10
20,1.0,0.35633692826841185,Data Splitting,0.08333333333333333,2
20,0.5,0.24111661016359529,Naive,0.08,4
20,0.8888888888888888,0.3158179654391327,Approx,0.37500000000000006,18
20,1.0,0.4094312921582869,Data Splitting,0.09523809523809523,2
20,0.3333333333333333,0.26727426120010805,Naive,0.2608695652173913,6
20,1.0,0.33652401249624453,Approx,0.2758620689655173,18
20,1.0,0.4552832014770476,Data Splitting,0.09523809523809523,2
20,1.0,0.26010943766425143,Naive,0.18181818181818182,4
20,1.0,0.32045981196277734,Approx,0.2222222222222222,14
20,1.0,0.3519250254468903,Data Splitting,0.13333333333333333,4
20,1.0,0.2468622823756451,Naive,0.30303030303030304,10
20,0.8888888888888888,0.3408657963838748,Approx,0.3783783783783784,18
20,1.0,0.27725807006152103,Data Splitting,0.08333333333333333,2
20,1.0,0.21887577116041082,Naive,0.08333333333333333,2
20,1.0,0.33136273005012146,Approx,0.20689655172413793,12
20,1.0,0.34294585758060103,Data Splitting,0.07692307692307693,2
20,1.0,0.248514577540856,Naive,0.21428571428571425,6
20,0.875,0.33637903685982207,Approx,0.30303030303030304,16
20,0.5,0.3606914202034323,Data Splitting,0.08,4
20,0.5,0.24716102176094804,Naive,0.16,4
20,1.0,0.3393110467124717,Approx,0.2,14
20,1.0,0.37581821958956585,Data Splitting,0.08333333333333333,2
20,0.0,0.24173841683631875,Naive,0.16,4
20,1.0,0.35470075253712063,Approx,0.411764705882353,22
20,0.0,0.43948911661128837,Data Splitting,0.07999999999999999,2
20,0.6666666666666666,0.2569462796556962,Naive,0.2222222222222222,6
20,1.0,0.31115673956994655,Approx,0.26666666666666666,12
20,1.0,0.3626031972596523,Data Splitting,0.15384615384615385,4
20,0.6666666666666666,0.25703895575194763,Naive,0.2222222222222222,6
20,1.0,0.34701677124395497,Approx,0.43750000000000006,16
50,1.0,0.44588653092411734,Data Splitting,0.08163265306122448,4
50,0.75,0.279306419142787,Naive,0.1568627450980392,8
50,0.9166666666666666,0.3782360440211289,Approx,0.28169014084507044,48
50,1.0,0.560763966758249,Data Splitting,0.046511627906976744,2
50,0.0,0.30503544835648394,Naive,0.046511627906976744,2
50,0.8333333333333334,0.3842056840881735,Approx,0.07407407407407407,24
50,0.0,0.6222867345563132,Data Splitting,0.05128205128205127,2
50,0.25,0.29192578936866265,Naive,0.1904761904761905,8
50,0.9333333333333333,0.3537529751014908,Approx,0.22641509433962267,30
50,1.0,0.5165803132114505,Data Splitting,0.047619047619047616,2
50,1.0,0.2698323150601199,Naive,0.047619047619047616,2
50,0.9166666666666666,0.3615840986263059,Approx,0.15094339622641506,24
50,1.0,0.463086977582389,Data Splitting,0.08163265306122448,4
50,0.5,0.28682452884621645,Naive,0.08163265306122448,4
50,0.8461538461538461,0.35151718130427,Approx,0.26666666666666666,26
50,1.0,0.6491019834216556,Data Splitting,0.05128205128205127,2
50,1.0,0.3078070656033941,Naive,0.1,4
50,0.8461538461538461,0.35997293662150004,Approx,0.3137254901960784,26
50,1.0,0.45498828154718784,Data Splitting,0.0,2
50,0.5,0.2782013101377399,Naive,0.12121212121212122,4
50,0.7894736842105263,0.37717910618994993,Approx,0.28,38
50,1.0,0.6698226486433883,Data Splitting,0.05128205128205127,2
50,0.5,0.2797603141845179,Naive,0.1,4
50,0.75,0.3698523144210037,Approx,0.3448275862068966,40
50,1.0,0.41867735356743563,Data Splitting,0.05,2
50,0.5,0.29315702565395857,Naive,0.048780487804878044,4
50,0.8666666666666667,0.3631847330884589,Approx,0.14814814814814814,30
50,1.0,0.5207185241800867,Data Splitting,0.0909090909090909,4
50,0.8,0.2867503910695702,Naive,0.21276595744680848,10
50,1.0,0.3778836334268677,Approx,0.24615384615384614,46
