"n,p",randomizer scale,coverage rate,avg length,F1 score,F1 score (post inf),E size,Cond. power,FDP
"(200,10)",0.5,1.0,0.536130725717984,0.04347826086956522,0.0,2,0.0,0.0
"(200,10)",1.0,1.0,0.3590148859878234,0.163265306122449,0.0,8,0.0,0.0
"(200,10)",2.0,0.9230769230769231,0.2765176402813702,0.4482758620689655,0.0851063829787234,26,0.15384615384615385,0.0
"(200,10)",0.5,0.6666666666666666,0.4880476268247436,0.125,0.0,6,0.0,0.0
"(200,10)",1.0,1.0,0.33435002342962744,0.23529411764705882,0.04347826086956522,12,0.16666666666666666,0.0
"(200,10)",2.0,0.9285714285714286,0.28408508383993253,0.4745762711864407,0.19999999999999998,28,0.35714285714285715,0.0
"(200,10)",0.5,1.0,0.43040153604670667,0.15384615384615385,0.05405405405405406,6,0.3333333333333333,0.0
"(200,10)",1.0,1.0,0.3389865021178702,0.19999999999999998,0.10526315789473684,8,0.5,0.0
"(200,10)",2.0,0.875,0.2859609171141291,0.5,0.15384615384615385,32,0.23076923076923078,0.0
"(400,20)",0.5,1.0,0.3134708302856006,0.023121387283236997,0.0,4,0.0,0.0
"(400,20)",1.0,0.8333333333333334,0.25703123025904645,0.06779661016949151,0.034482758620689655,12,0.5,0.0
"(400,20)",2.0,0.8780487804878049,0.20205084478833027,0.3584905660377359,0.1,82,0.23684210526315788,0.0
"(400,20)",0.5,1.0,0.36529951750422107,0.014285714285714287,0.0,2,0.0,0.0
"(400,20)",1.0,1.0,0.22763325996148365,0.06944444444444445,0.0,10,0.0,0.0
"(400,20)",2.0,0.8888888888888888,0.19894851289918009,0.25301204819277107,0.027972027972027972,54,0.09523809523809523,0.5
"(400,20)",0.5,1.0,0.2959881842023641,0.010471204188481674,0.0,2,0.0,0.0
"(400,20)",1.0,1.0,0.2365822282625032,0.041237113402061855,0.010471204188481674,8,0.25,0.0
"(400,20)",2.0,0.8918918918918919,0.1998706334177988,0.3259911894273128,0.05128205128205127,74,0.13513513513513514,0.0
"(1000,50)",0.5,0.9090909090909091,0.22237519557770202,0.02887139107611549,0.007957559681697613,22,0.2727272727272727,0.0
"(1000,50)",1.0,0.8181818181818182,0.1536807092673977,0.05174644243208279,0.026281208935611037,44,0.5,0.0
"(1000,50)",2.0,0.901840490797546,0.12943185397399098,0.2363238512035011,0.05412371134020619,326,0.19444444444444445,0.16000000000000003
"(1000,50)",0.5,0.5555555555555556,0.19887145741099482,0.06338028169014084,0.007246376811594203,18,0.1111111111111111,0.0
"(1000,50)",1.0,0.9473684210526315,0.14658578614288553,0.06802721088435375,0.04964539007092199,38,0.7,0.0
"(1000,50)",2.0,0.8888888888888888,0.12797128283412243,0.1902439024390244,0.06734006734006732,270,0.2564102564102564,0.5454545454545454
"(1000,50)",0.5,0.7,0.21039453759905485,0.08653846153846154,0.010050251256281409,20,0.1111111111111111,0.0
"(1000,50)",1.0,0.9230769230769231,0.1525609942401505,0.16071428571428573,0.09615384615384615,52,0.5555555555555556,0.0
"(1000,50)",2.0,0.8729281767955801,0.13042637499558588,0.2058047493403694,0.13733905579399142,362,0.41025641025641024,0.5428571428571429
