"n,p",randomizer scale,coverage rate,avg length,F1 score,F1 score (post inf),E size,Selection power,Cond. power,Power post inf,FDP
"(400,20)",0.5,0.0,0.2893297109867755,0.010526315789473682,0.0,2,0.005291005291005291,0.0,0.0,0.0
"(400,20)",1.0,0.75,0.2468995384511496,0.04145077720207253,0.0,8,0.021164021164021163,0.0,0.0,0.0
"(400,20)",2.0,0.9333333333333333,0.19999956698840546,0.3846153846153846,0.03125,90,0.23809523809523808,0.06666666666666667,0.015873015873015872,0.0
"(400,20)",3.0,0.9210526315789473,0.18672071049870326,0.5735849056603773,0.06153846153846154,152,0.4021164021164021,0.07894736842105263,0.031746031746031744,0.0
"(400,20)",4.0,0.9024390243902439,0.1803432416468317,0.782051282051282,0.14634146341463417,246,0.6455026455026455,0.12295081967213115,0.07936507936507936,0.0625
